flow_rate,pressure,temperature,usage_duration,vibration,label
37.96,294.92,27.55,30,0.25,Normal
104.97,208.04,33.65,79,0.65,Leakage
46.19,348.92,27.38,36,0.2,Normal
46.87,312.39,22.41,69,0.28,Normal
59.47,293.46,28.71,78,0.14,Normal
93.65,163.74,29.59,126,0.53,Leakage
43.62,282.07,29.79,96,0.22,Normal
51.11,287.68,29.94,31,0.13,Normal
83.45,174.12,31.89,147,0.56,Leakage
41.79,311.98,26.97,119,0.22,Normal
50.17,284.81,28.58,32,0.14,Normal
33.33,312.2,24.54,48,0.23,Normal
36.06,283.15,21.91,111,0.17,Normal
42.52,334.67,25.58,113,0.14,Normal
54.86,349.08,22.58,98,0.21,Normal
30.47,280.73,25.86,101,0.3,Normal
92.44,111.22,34.85,42,0.57,Leakage
43.95,301.01,22.1,80,0.1,Normal
55.52,290.01,24.45,94,0.21,Normal
81.83,102.46,33.16,138,0.85,Leakage
58.92,327.2,27.34,63,0.19,Normal
49.52,328.4,21.91,118,0.28,Normal
115.07,124.68,27.17,41,0.64,Leakage
31.77,303.93,23.07,33,0.27,Normal
40.32,305.6,27.15,53,0.13,Normal
112.89,161.82,32.85,43,0.64,Leakage
51.14,313.24,26.01,46,0.21,Normal
56.25,308.94,29.08,68,0.13,Normal
45.5,341.42,25.39,103,0.14,Normal
82.45,130.59,25.56,107,0.87,Leakage
92.73,187.5,30.68,110,0.89,Leakage
37.22,320.65,20.92,77,0.28,Normal
55.1,339.38,25.68,92,0.17,Normal
104.79,119.42,29.02,120,0.85,Leakage
52.27,331.8,25.06,57,0.25,Normal
56.68,343.94,23.22,111,0.16,Normal
81.77,167.94,34.04,113,0.83,Leakage
50.26,303.55,20.27,51,0.24,Normal
37.04,304.81,21.83,39,0.11,Normal
49.03,343.77,28.13,50,0.21,Normal
30.61,298.49,23.86,45,0.13,Normal
57.1,321.51,27.44,84,0.25,Normal
82.35,175.09,31.18,67,0.53,Leakage
30.09,309.3,20.47,86,0.14,Normal
41.52,310.36,22.9,120,0.19,Normal
38.39,342.35,27.65,34,0.2,Normal
52.84,338.15,27.58,61,0.14,Normal
43.8,316.68,20.28,108,0.17,Normal
44.18,330.74,28.23,71,0.25,Normal
39.42,331.72,23.18,33,0.27,Normal
76.59,118.84,33.52,142,0.8,Leakage
57.43,324.82,23.1,46,0.23,Normal
119.0,215.13,27.44,97,0.86,Leakage
41.34,342.32,26.56,48,0.15,Normal
59.45,316.05,28.78,104,0.25,Normal
91.82,144.05,25.48,147,0.91,Leakage
58.46,289.31,23.08,86,0.22,Normal
31.9,333.32,21.0,88,0.17,Normal
42.81,299.61,22.38,101,0.26,Normal
32.57,336.26,22.34,73,0.12,Normal
56.48,280.13,27.11,64,0.24,Normal
57.58,306.87,29.05,117,0.11,Normal
51.14,339.89,23.17,120,0.14,Normal
72.62,204.85,31.62,140,0.71,Leakage
47.94,298.64,25.21,86,0.14,Normal
74.68,206.38,28.51,78,0.84,Leakage
59.67,301.25,27.47,47,0.2,Normal
56.99,320.58,21.38,111,0.23,Normal
33.54,349.93,22.48,69,0.26,Normal
38.82,336.4,29.5,37,0.22,Normal
37.46,337.92,26.91,66,0.2,Normal
30.83,280.59,23.26,65,0.18,Normal
52.05,300.06,23.13,34,0.16,Normal
109.85,127.37,26.86,134,0.89,Leakage
71.43,101.7,28.45,50,0.95,Leakage
75.84,150.94,29.66,110,0.62,Leakage
54.96,304.39,21.51,102,0.23,Normal
51.39,342.14,22.27,113,0.15,Normal
56.15,312.26,27.93,78,0.2,Normal
81.31,116.03,30.14,130,0.67,Leakage
101.09,127.06,30.98,119,0.93,Leakage
93.71,129.79,31.62,87,0.63,Leakage
46.01,308.81,23.49,68,0.16,Normal
73.22,121.63,29.79,57,0.77,Leakage
49.78,296.46,23.98,42,0.27,Normal
75.32,183.68,31.8,54,0.68,Leakage
118.3,216.03,34.4,132,0.97,Leakage
47.15,322.62,28.28,45,0.27,Normal
47.18,299.23,23.39,79,0.29,Normal
56.45,349.36,21.81,59,0.1,Normal
89.36,198.1,26.13,43,0.79,Leakage
53.39,304.12,22.89,114,0.17,Normal
46.04,294.93,22.87,73,0.21,Normal
53.58,280.15,20.33,66,0.19,Normal
46.47,332.38,25.22,98,0.27,Normal
77.6,151.5,26.1,91,0.81,Leakage
51.59,296.54,21.93,45,0.19,Normal
35.85,314.0,20.69,30,0.12,Normal
52.25,315.73,29.11,109,0.14,Normal
33.37,299.57,26.12,30,0.12,Normal
80.57,205.48,32.02,134,0.76,Leakage
76.27,155.09,27.18,127,0.66,Leakage
31.9,333.85,21.69,73,0.17,Normal
101.66,107.36,26.29,108,0.6,Leakage
39.05,345.74,25.25,109,0.16,Normal
55.7,326.0,22.17,88,0.14,Normal
44.19,336.75,24.08,103,0.15,Normal
44.23,334.46,22.18,89,0.28,Normal
53.37,295.4,20.65,86,0.15,Normal
57.25,327.93,28.71,60,0.2,Normal
113.72,109.6,30.35,55,0.66,Leakage
44.46,346.79,26.61,107,0.23,Normal
39.37,307.6,29.36,117,0.13,Normal
54.18,329.2,21.65,78,0.14,Normal
80.21,136.03,33.85,65,0.94,Leakage
58.0,291.61,21.11,52,0.26,Normal
111.31,102.4,33.81,50,0.86,Leakage
106.67,101.86,34.45,40,0.93,Leakage
90.95,167.49,30.88,107,0.62,Leakage
72.83,175.83,28.56,101,0.96,Leakage
53.07,280.37,25.74,98,0.16,Normal
